"utm","x","y"
"VK27",-3.88409880716,40.4222468984
"VK37",-3.76622973307,40.4230881844
"VK47",-3.648356045,40.4238093141
"VK57",-3.53047845249,40.4244102748
"VK67",-3.41259766523,40.424891056
"VK77",-3.29471439305,40.4252516493
"VK87",-3.17682934585,40.4254920484
"VK97",-3.05894323362,40.425612249
"WK07",-2.94105676638,40.425612249
"WK17",-2.82317065415,40.4254920484
"WK27",-2.70528560695,40.4252516493
"WK37",-2.58740233477,40.424891056
"WK47",-2.46952154751,40.4244102748
"WK57",-2.351643955,40.4238093141
"WK67",-2.23377026693,40.4230881844
"WK77",-2.11590119284,40.4222468984
"WK87",-1.9980374421,40.421285471
"WK97",-1.8801797239,40.4202039188
"XK07",-1.76232874717,40.419002261
"XK17",-1.64448522059,40.4176805186
"XK27",-1.52664985257,40.4162387148
"XK37",-1.4088233512,40.4146768749
"XK47",-1.29100642425,40.4129950263
"XK57",-1.1731997791,40.4111931984
"XK67",-1.05540412276,40.4092714228
"XK77",-0.937620161813,40.4072297333
"XK87",-0.819848602415,40.4050681656
"XK97",-0.70209015024,40.4027867576
"YK07",-0.584345510466,40.4003855492
"YK17",-0.466615387753,40.3978645825
"YK27",-0.348900486211,40.3952239017
"YK37",-0.231201509372,40.392463553
"YK47",-0.113519160169,40.3895835846
"YK57",-0.0272695212219,40.3868616128
"PE86",-6.82308120043,40.3150389522
"PE96",-6.70547845128,40.312763743
"QE06",-6.58789044987,40.3103702041
"QE16",-6.47031599289,40.3078582155
"QE26",-6.35275717847,40.3052268666
"BE76",0.352757092793,40.3052268226
"QE36",-6.23521471242,40.3024761728
"BE66",0.235214750844,40.3024762298
"QE46",-6.11768831572,40.2996061705
"BE56",0.117688315658,40.2996061704
"QE56",-6.02955844241,40.2968770222
"BE46",0.0295583924505,40.2968770089
"TK46",-5.97077425363,40.2968765859
"TK56",-5.88264482157,40.2996053614
"TK66",-5.76511837085,40.3024762374
"TK76",-5.64757537651,40.3052278707
"TK86",-5.53001653795,40.3078602133
"TK96",-5.41244255517,40.3103732191
"UK06",-5.29485412872,40.3127668443
"UK16",-5.17725195973,40.3150410469
"UK26",-5.05963674981,40.3171957873
"UK36",-4.94200920108,40.3192310278
"UK46",-4.82437001612,40.3211467327
"UK56",-4.70671989797,40.3229428685
"UK66",-4.58905955004,40.3246194038
"UK76",-4.47138967617,40.3261763093
"UK86",-4.35371098054,40.3276135578
"UK96",-4.23602416766,40.3289311239
"VK06",-4.11832994234,40.3301289848
"VK16",-4.0006290097,40.3312071194
"VK26",-3.88292207507,40.3321655088
"VK36",-3.76520984406,40.3330041363
"VK46",-3.64749302242,40.3337229871
"VK56",-3.52977231613,40.3343220487
"VK66",-3.41204843128,40.3348013106
"VK76",-3.29432207409,40.3351607643
"VK86",-3.17659395088,40.3354004037
"VK96",-3.05886476803,40.3355202244
"WK06",-2.94113523197,40.3355202244
"WK16",-2.82340604912,40.3354004037
"WK26",-2.70567792591,40.3351607643
"WK36",-2.58795156872,40.3348013106
"WK46",-2.47022768387,40.3343220487
"WK56",-2.35250697758,40.3337229871
"WK66",-2.23479015594,40.3330041363
"WK76",-2.11707792493,40.3321655088
"WK86",-1.9993709903,40.3312071194
"WK96",-1.88167005766,40.3301289848
"XK06",-1.76397583234,40.3289311239
"XK16",-1.64628901946,40.3276135578
"XK26",-1.52861032383,40.3261763093
"XK36",-1.41094044996,40.3246194038
"XK46",-1.29328010203,40.3229428685
"XK56",-1.17562998388,40.3211467327
"XK66",-1.05799079892,40.3192310278
"XK76",-0.940363250195,40.3171957873
"XK86",-0.822748040272,40.3150410469
"XK96",-0.705145871275,40.3127668443
"YK06",-0.587557444831,40.3103732191
"YK16",-0.469983462047,40.3078602133
"YK26",-0.352424623489,40.3052278707
"YK36",-0.234881629152,40.3024762374
"YK46",-0.117355178433,40.2996053614
"YK56",-0.0292257514732,40.2968765737
"PE65",-7.06089781671,40.2291849645
"PE75",-6.94342658873,40.2271577194
"PE85",-6.82596653728,40.2250100528
"FE03",4.2314569472,40.0586945975
"PE95",-6.70852031975,40.2227421076
"EE93",4.11422929291,40.0598810345
"QE05",-6.59108690276,40.2203560675
"EE83",3.99699502595,40.0609484558
"QE15",-6.47366888611,40.2178520972
"EE73",3.87975410068,40.0618990524
"QE25",-6.35626539667,40.2152290615
"BE75",0.356265166008,40.2152290798
"EE63",3.76250772784,40.0627303558
"QE35",-6.23887722263,40.2124870184
"BE65",0.238877045399,40.212486977
"QE45",-6.12150599483,40.2096260707
"BE55",0.121506033059,40.2096261279
"QE55",-6.03150561038,40.2068857238
"BE45",0.0315057665607,40.2068856502
"TK45",-5.96882669995,40.2068852772
"TK55",-5.87882604581,40.2096254323
"TK65",-5.7614547948,40.2124872397
"TK75",-5.64406708356,40.2152301804
"TK85",-5.52666360798,40.2178542065
"TK95",-5.40924506456,40.2203592724
"UK05",-5.29181215033,40.2227453342
"UK15",-5.17436556288,40.2250123503
"UK25",-5.05690600031,40.2271602813
"UK35",-4.93943416121,40.2291890896
"UK45",-4.82195074461,40.2310987397
"UK55",-4.70445645001,40.2328891984
"UK65",-4.5869519773,40.2345604343
"UK75",-4.46943802674,40.2361124184
"UK85",-4.35191529898,40.2375451233
"UK95",-4.23438449496,40.2388585243
"VK05",-4.11684631596,40.2400525982
"VK15",-3.99930146351,40.2411273242
"VK25",-3.88175063941,40.2420826835
"VK35",-3.76419454568,40.2429186594
"VK45",-3.64663388453,40.2436352374
"VK55",-3.52906935835,40.2442324048
"VK65",-3.41150166968,40.2447101513
"VK75",-3.29393152117,40.2450684685
"VK85",-3.17635961556,40.2453073501
"VK95",-3.05878665566,40.2454267919
"WK05",-2.94121334434,40.2454267919
"WK15",-2.82364038444,40.2453073501
"WK25",-2.70606847883,40.2450684685
"WK35",-2.58849833032,40.2447101513
"WK45",-2.47093064165,40.2442324048
"WK55",-2.35336611547,40.2436352374
"WK65",-2.23580545432,40.2429186594
"WK75",-2.11824936059,40.2420826835
"WK85",-2.00069853649,40.2411273242
"WK95",-1.88315368404,40.2400525982
"XK05",-1.76561550504,40.2388585243
"XK15",-1.64808470102,40.2375451233
"XK25",-1.53056197326,40.2361124184
"XK35",-1.4130480227,40.2345604343
"XK45",-1.29554354999,40.2328891984
"XK55",-1.17804925539,40.2310987397
"XK65",-1.06056583879,40.2291890896
"XK75",-0.943093999688,40.2271602813
"XK85",-0.825634437118,40.2250123503
"XK95",-0.708187849668,40.2227453342
"YK05",-0.590754935439,40.2203592724
"YK15",-0.473336392015,40.2178542065
"YK25",-0.355932916443,40.2152301804
"YK35",-0.238545205204,40.2124872397
"YK45",-0.121173954189,40.2096254323
"YK55",-0.0311732384594,40.2068853011
"PE64",-7.06346080265,40.1391414354
"PE74",-6.94614399645,40.1371194761
"FE12",4.346906334,39.9673165017
"PE84",-6.82883981871,40.134978651
"FE02",4.22983980721,39.9686179577
"PE94",-6.71154807851,40.1327189651
"EE92",4.11276574163,39.9698006949
"QE04",-6.59427002697,40.1303415844
"EE82",3.99568410597,39.9708647524
"QE14",-6.47700575261,40.1278454901
"EE72",3.87859717642,39.9718121026
"QE24",-6.35975693301,40.1252307419
"EE62",3.76150611845,39.9726408391
"QE34",-6.24252376653,40.122496251
"BE64",0.24252353614,40.122496269
"QE44",-6.1253074393,40.1196432775
"BE54",0.125307353908,40.1196432334
"QE54",-6.03344384644,40.1168884178
"BE44",0.0334439187825,40.1168884565
"TK44",-5.96688780629,40.1168886115
"TK54",-5.87502442566,40.1196437998
"TK64",-5.75780767907,40.1224965623
"TK74",-5.64057455504,40.125230833
"TK84",-5.52332574597,40.1278465644
"TK94",-5.40606194485,40.1303437109
"UK04",-5.28878384525,40.1327222291
"UK14",-5.17149214124,40.1349820775
"UK24",-5.05418752743,40.1371232168
"UK34",-4.9368706989,40.1391456097
"UK44",-4.81954235118,40.1410492209
"UK54",-4.70220318024,40.1428340172
"UK64",-4.58485388246,40.1444999676
"UK74",-4.46749515458,40.146047043
"UK84",-4.35012769372,40.1474752165
"UK94",-4.2327521973,40.148784463
"VK04",-4.11536936306,40.1499747598
"VK14",-3.99797988902,40.1510460861
"VK24",-3.88058447342,40.1519984233
"VK34",-3.76318381475,40.1528317547
"VK44",-3.6457786117,40.1535460657
"VK54",-3.52836956309,40.154141344
"VK64",-3.41095736794,40.154617579
"VK74",-3.29354272535,40.1549747626
"VK84",-3.17612633452,40.1552128884
"VK94",-3.05870889473,40.1553319524
"WK04",-2.94129110527,40.1553319524
"WK14",-2.82387366548,40.1552128884
"WK24",-2.70645727465,40.1549747626
"WK34",-2.58904263206,40.154617579
"WK44",-2.47163043691,40.154141344
"WK54",-2.3542213883,40.1535460657
"WK64",-2.23681618525,40.1528317547
"WK74",-2.11941552658,40.1519984233
"WK84",-2.00202011098,40.1510460861
"WK94",-1.88463063694,40.1499747598
"XK04",-1.7672478027,40.148784463
"XK14",-1.64987230628,40.1474752165
"XK24",-1.53250484542,40.146047043
"XK34",-1.41514611754,40.1444999676
"XK44",-1.29779681976,40.1428340172
"XK54",-1.18045764882,40.1410492209
"XK64",-1.0631293011,40.1391456097
"XK74",-0.945812472565,40.1371232168
"XK84",-0.828507858756,40.1349820775
"XK94",-0.711216154751,40.1327222291
"YK04",-0.593938055147,40.1303437109
"YK14",-0.476674254032,40.1278465644
"YK24",-0.35942544496,40.125230833
"YK34",-0.242192320926,40.1224965623
"YK44",-0.124975574336,40.1196437998
"YK54",-0.0331121628113,40.1168886294
"EE12",3.17599275115,39.9750080087
"EE02",3.05888417555,39.9751274112
"PE73",-6.94885016624,40.0470810125
"FE11",4.34514286687,39.877242171
"PE83",-6.83169930959,40.0449468562
"FE01",4.22822862044,39.8785393891
"PE93",-6.71456177808,40.0426942839
"EE91",4.11130745151,39.8797184212
"QE03",-6.59743784102,40.0403244394
"EE81",3.99438043383,39.8807789604
"QE13",-6.48032857001,40.0378362574
"EE71",3.87744679229,39.8817232418
"QE23",-6.36323372808,40.0352297588
"QE33",-6.24615443773,40.0325039158
"QE43",-6.12909096317,40.0296598549
"BE53",0.129090871683,40.0296598573
"QE53",-6.03537349834,40.0268870223
"BE43",0.035373462426,40.0268870012
"TK43",-5.96495751116,40.0268872679
"TK53",-5.87123987487,40.0296604665
"TK63",-5.7541769409,40.0325042075
"TK73",-5.63709771166,40.0352298308
"TK83",-5.52000287609,40.0378372889
"TK93",-5.40289312373,40.0403265367
"UK03",-5.28576914466,40.0426975309
"UK13",-5.16863162949,40.0449502302
"UK23",-5.05148126936,40.0470845955
"UK33",-4.93431875586,40.0491005897
"UK43",-4.81714478104,40.0509981776
"UK53",-4.69996003739,40.0527773264
"UK63",-4.58276521777,40.054438005
"UK73",-4.46556101546,40.0559801846
"UK83",-4.34834812406,40.0574038382
"UK93",-4.23112723751,40.0587089412
"VK03",-4.11389905002,40.0598954708
"VK13",-3.99666425611,40.0609634063
"VK23",-3.87942355053,40.0619127292
"VK33",-3.76217762825,40.0627434228
"VK43",-3.64492718443,40.0634554729
"VK53",-3.5276729144,40.0640488668
"VK63",-3.41041551366,40.0645235944
"VK73",-3.29315567778,40.0648796473
"VK83",-3.17589410246,40.0651170194
"VK93",-3.05863148346,40.0652357065
"WK03",-2.94136851654,40.0652357065
"WK13",-2.82410589754,40.0651170194
"WK23",-2.70684432222,40.0648796473
"WK33",-2.58958448634,40.0645235944
"WK43",-2.4723270856,40.0640488668
"WK53",-2.35507281557,40.0634554729
"WK63",-2.23782237175,40.0627434228
"WK73",-2.12057644947,40.0619127292
"WK83",-2.00333574389,40.0609634063
"WK93",-1.88610094998,40.0598954708
"XK03",-1.76887276249,40.0587089412
"XK13",-1.65165187594,40.0574038382
"XK23",-1.53443898454,40.0559801846
"XK33",-1.41723478223,40.054438005
"XK43",-1.30003996261,40.0527773264
"XK53",-1.18285521896,40.0509981776
"XK63",-1.06568124414,40.0491005897
"XK73",-0.948518730638,40.0470845955
"XK83",-0.831368370506,40.0449502302
"XK93",-0.714230855344,40.0426975309
"YK03",-0.597106876272,40.0403265367
"YK13",-0.479997123908,40.0378372889
"YK23",-0.362902288338,40.0352298308
"YK33",-0.245823059095,40.0325042075
"YK43",-0.12876012513,40.0296604665
"YK53",-0.0350424823224,40.0268872728
"EE11",3.17576136115,39.8849096754
"EE01",3.05880733082,39.88502755
"DE91",2.94185196275,39.8850280506
"DE81",2.82489732568,39.8849114613
"DE71",2.70794253235,39.8846753809
"PE72",-6.95154328461,39.957042159
"FE10",4.3433860409,39.7871657301
"PE82",-6.83454699162,39.9549148218
"FE00",4.22662530964,39.7884589709
"PE92",-6.71756238448,39.95266816
"QE02",-6.60059229825,39.9503047038
"QE12",-6.48363543995,39.9478242895
"QE22",-6.36669383988,39.9452260175
"QE32",-6.24976832531,39.9425099098
"QE42",-6.13285856742,39.9396759688
"QE52",-6.03729464088,39.9368820798
"BE42",0.0372946319685,39.9368820623
"TK42",-5.96303586325,39.9368817545
"TK52",-5.86747230781,39.9396754347
"TK62",-5.75056249812,39.9425101776
"TK72",-5.63363647471,39.9452271758
"TK82",-5.51669492311,39.9478263822
"TK92",-5.3997385294,39.9503077517
"UK02",-5.28276798024,39.9526712414
"UK12",-5.1657839628,39.9549168101
"UK22",-5.04878716474,39.957044419
"UK32",-4.93177827421,39.959054031
"UK42",-4.81475797981,39.9609456114
"UK52",-4.69772697055,39.9627191272
"UK62",-4.58068593585,39.9643745477
"UK72",-4.46363556549,39.9659118441
"UK82",-4.34657654962,39.9673309898
"UK92",-4.22950957869,39.9686319599
"VK02",-4.11243534345,39.969814732
"VK12",-3.99535453492,39.9708792856
"VK22",-3.87826784438,39.9718256019
"VK32",-3.76117596331,39.9726536648
"VK42",-3.64407958339,39.9733634597
"VK52",-3.52697939646,39.9739549743
"VK62",-3.40987609452,39.9744281983
"VK72",-3.29277036967,39.9747831235
"VK82",-3.1756629141,39.9750197437
"VK92",-3.05855442009,39.9751380549
"WK02",-2.94144557991,39.9751380549
"WK12",-2.8243370859,39.9750197437
"WK22",-2.70722963033,39.9747831235
"WK32",-2.59012390548,39.9744281983
"WK42",-2.47302060354,39.9739549743
"WK52",-2.35592041661,39.9733634597
"WK62",-2.23882403669,39.9726536648
"WK72",-2.12173215562,39.9718256019
"WK82",-2.00464546508,39.9708792856
"WK92",-1.88756465655,39.969814732
"XK02",-1.77049042131,39.9686319599
"XK12",-1.65342345038,39.9673309898
"XK22",-1.53636443451,39.9659118441
"XK32",-1.41931406415,39.9643745477
"XK42",-1.30227302945,39.9627191272
"XK52",-1.18524202019,39.9609456114
"XK62",-1.06822172579,39.959054031
"XK72",-0.951212835261,39.957044419
"XK82",-0.834216037203,39.9549168101
"XK92",-0.717232019758,39.9526712414
"YK02",-0.600261470597,39.9503077517
"YK12",-0.483305076892,39.9478263822
"YK22",-0.366363525288,39.9452271758
"YK32",-0.249437501881,39.9425101776
"YK42",-0.13252769219,39.9396754347
"YK52",-0.0369641926335,39.9368817624
"EE30",3.40913296993,39.7942216518
"EE20",3.29233382984,39.7945751081
"EE10",3.17553270513,39.7948104274
"EE00",3.05873027765,39.7949277144
"DE90",2.94192841529,39.7949282893
"DE80",2.82512551071,39.7948119923
"DE70",2.70832437115,39.7945765896
"PE71",-6.95422468788,39.8669997166
"DE60",2.59152485992,39.7942232566
"PE81",-6.83738126111,39.8648790406
"PE91",-6.72055002381,39.8626406289
"CE01",0.720550029384,39.8626405823
"QE01",-6.60373171076,39.8602844988
"QE11",-6.48692851256,39.857811982
"QE21",-6.37013951515,39.8552218629
"QE31",-6.25336553392,39.8525142321
"QE41",-6.13660822208,39.8496892244
"ED49",3.52524601751,39.7036526256
"QE51",-6.03920743246,39.8468728776
"TK41",-5.96112272272,39.8468725626
"TK51",-5.86372163949,39.8496887069
"TK61",-5.74696426916,39.8525144749
"TK71",-5.63019076606,39.8552228703
"TK81",-5.51340181232,39.8578138462
"TK91",-5.39659809063,39.8602873578
"UK01",-5.2797802842,39.8626433624
"UK11",-5.1629490768,39.8648818189
"UK21",-5.04610515266,39.8670026888
"UK31",-4.92924919651,39.8690059353
"UK41",-4.8123818935,39.8708915236
"UK51",-4.69550392922,39.872659421
"UK61",-4.57861598964,39.874309597
"UK71",-4.4617187611,39.8758420229
"UK81",-4.34481293029,39.8772566722
"UK91",-4.22789918423,39.8785535202
"VK01",-4.1109782102,39.8797325446
"VK11",-3.99405069579,39.8807937249
"VK21",-3.8771173288,39.8817370426
"VK31",-3.76017879725,39.8825624814
"VK41",-3.64323578937,39.883270027
"VK51",-3.52628899355,39.883859667
"VK61",-3.4093390983,39.8843313914
"VK71",-3.29238679228,39.8846851918
"VK81",-3.17543276421,39.8849210622
"VK91",-3.05847770288,39.8850389984
"WK01",-2.94152229712,39.8850389984
"WK11",-2.82456723579,39.8849210622
"WK21",-2.70761320772,39.8846851918
"WK31",-2.5906609017,39.8843313914
"WK41",-2.47371100645,39.883859667
"WK51",-2.35676421063,39.883270027
"WK61",-2.23982120275,39.8825624814
"WK71",-2.1228826712,39.8817370426
"WK81",-2.00594930421,39.8807937249
"WK91",-1.8890217898,39.8797325446
"XK01",-1.77210081577,39.8785535202
"XK11",-1.65518706971,39.8772566722
"XK21",-1.5382812389,39.8758420229
"XK31",-1.42138401036,39.874309597
"XK41",-1.30449607078,39.872659421
"XK51",-1.1876181065,39.8708915236
"XK61",-1.07075080349,39.8690059353
"XK71",-0.953894847336,39.8670026888
"XK81",-0.837050923201,39.8648818189
"XK91",-0.720219715799,39.8626433624
"YK01",-0.603401909375,39.8602873578
"YK11",-0.486598187678,39.8578138462
"YK21",-0.36980923394,39.8552228703
"YK31",-0.253035730845,39.8525144749
"YK41",-0.136278360505,39.8496887069
"YK51",-0.0388773093952,39.8468725564
"ED39",3.4086006499,39.704121227
"ED29",3.29195359827,39.7044734179
"ED19",3.17530416235,39.7047090353
"ED09",3.05865439382,39.7048259682
"DD99",2.94200342264,39.704826408
"DD89",2.82535369419,39.7047103397
"DD79",2.70870357793,39.7044755864
"PE70",-6.95689458825,39.7769558845
"DD69",2.59205642508,39.7041244394
"PE80",-6.84020237227,39.7748417924
"DD59",2.47541116424,39.7036568523
"PE90",-6.72352382206,39.772611551
"QE00",-6.60685756294,39.770262829
"QE10",-6.49020578788,39.7677969104
"QE20",-6.37356924349,39.7652161152
"QE30",-6.25694708345,39.7625169966
"QE40",-6.14034192583,39.7596997618
"QE50",-6.04111133827,39.7568597447
"TK40",-5.95921815372,39.7568599782
"TK50",-5.85998778556,39.7597002856
"TK60",-5.74338217305,39.7625171017
"TK70",-5.62676050815,39.7652169165
"TK80",-5.51012346959,39.7677996831
"TK90",-5.39347173667,39.7702653571
"UK00",-5.27680598923,39.7726138957
"UK10",-5.16012690762,39.7748452584
"UK20",-5.04343517268,39.7769594067
"UK30",-4.92673146574,39.7789563039
"UK40",-4.81001646854,39.7808359156
"UK50",-4.69329086326,39.7825982092
"UK60",-4.57655533244,39.7842431542
"UK70",-4.45981055903,39.7857707221
"UK80",-4.34305722627,39.7871808866
"UK90",-4.22629601777,39.7884736232
"VK00",-4.10952761739,39.7896489095
"VK10",-3.99275270927,39.7907067252
"VK20",-3.87597197779,39.791647052
"VK30",-3.75918610755,39.7924698735
"VK40",-3.64239578333,39.7931751756
"VK50",-3.52560169008,39.793762946
"VK60",-3.40880451289,39.7942331745
"VK70",-3.29200493695,39.7945858531
"VK80",-3.17520364757,39.7948209755
"VK90",-3.05840133009,39.7949385377
"WK00",-2.94159866991,39.7949385377
"WK10",-2.82479635243,39.7948209755
"WK20",-2.70799506305,39.7945858531
"WK30",-2.59119548711,39.7942331745
"WK40",-2.47439830992,39.793762946
"WK50",-2.35760421667,39.7931751756
"WK60",-2.24081389245,39.7924698735
"WK70",-2.12402802221,39.791647052
"WK80",-2.00724729073,39.7907067252
"WK90",-1.89047238261,39.7896489095
"XK00",-1.77370398223,39.7884736232
"XK10",-1.65694277373,39.7871808866
"XK20",-1.54018944097,39.7857707221
"XK30",-1.42344466756,39.7842431542
"XK40",-1.30670913674,39.7825982092
"XK50",-1.18998353146,39.7808359156
"XK60",-1.07326853426,39.7789563039
"XK70",-0.956564827316,39.7769594067
"XK80",-0.839873092385,39.7748452584
"XK90",-0.723194010775,39.7726138957
"YK00",-0.606528263332,39.7702653571
"YK10",-0.489876530411,39.7677996831
"YK20",-0.37323949185,39.7652169165
"YK30",-0.256617826947,39.7625171017
"YK40",-0.140012214436,39.7597002856
"ED38",3.40807083277,39.6140199521
"ED28",3.29157421971,39.614370817
"PD29",-7.54241831566,39.6956937577
"ED18",3.17507695815,39.6146056343
"PD39",-7.42582481974,39.6941707488
"ED08",3.05857759481,39.6147220806
"PD49",-7.30924153626,39.692531724
"DD98",2.94207878236,39.6147222825
"PD59",-7.19266703045,39.6907743314
"DD88",2.8255794032,39.6146066601
"PD69",-7.0761041605,39.6889010296
"DD78",2.70908250548,39.6143736777
"PD79",-6.95955163201,39.6869117014
"DD68",2.59258470775,39.614023389
"PD89",-6.84301187769,39.6848042964
"DD58",2.47609206077,39.6135561001
"PD99",-6.72648377231,39.6825809779
"DD48",2.35960158902,39.6129727856
"QD09",-6.6099698505,39.6802396992
"QD19",-6.49346935936,39.6777815023
"QD29",-6.37698308349,39.6752087393
"QD39",-6.26051307681,39.6725181553
"QD49",-6.14405799001,39.6697097163
"QD59",-6.04300677507,39.6668440737
"TJ49",-5.95732207372,39.6668443086
"TJ59",-5.85627066227,39.6697101732
"TJ69",-5.73981612944,39.6725180605
"TJ79",-5.623345624,39.6752093165
"TJ89",-5.50685982131,39.6777838949
"TJ99",-5.39035939732,39.6802417513
"UJ09",-5.2738450285,39.6825828432
"UJ19",-5.15731739184,39.6848071304
"UJ29",-5.04077716479,39.6869145743
"UJ39",-4.9242250253,39.6889051386
"UJ49",-4.80766165174,39.690778789
"UJ59",-4.69108772289,39.692535493
"UJ69",-4.57450391791,39.6941752205
"UJ79",-4.45791091634,39.695697943
"UJ89",-4.34130939806,39.6971036342
"UJ99",-4.22470004324,39.6983922699
"VJ09",-4.10808353236,39.6995638277
"VJ19",-3.99146054615,39.7006182875
"VJ29",-3.87483176559,39.701555631
"VJ39",-3.75819787186,39.7023758421
"VJ49",-3.64155954634,39.7030789064
"VJ59",-3.52491747057,39.703664812
"VJ69",-3.40827232622,39.7041335485
"VJ79",-3.29162479508,39.7044851081
"VJ89",-3.17497555903,39.7047194845
"VJ99",-3.05832530001,39.7048366737
"WJ09",-2.94167469999,39.7048366737
"WJ19",-2.82502444097,39.7047194845
"WJ29",-2.70837520492,39.7044851081
"WJ39",-2.59172767378,39.7041335485
"WJ49",-2.47508252943,39.703664812
"WJ59",-2.35844045366,39.7030789064
"WJ69",-2.24180212814,39.7023758421
"WJ79",-2.12516823441,39.701555631
"WJ89",-2.00853945385,39.7006182875
"WJ99",-1.89191646764,39.6995638277
"XJ09",-1.77529995676,39.6983922699
"XJ19",-1.65869060194,39.6971036342
"XJ29",-1.54208908366,39.695697943
"XJ39",-1.42549608209,39.6941752205
"XJ49",-1.30891227711,39.692535493
"XJ59",-1.19233834826,39.690778789
"XJ69",-1.0757749747,39.6889051386
"XJ79",-0.959222835209,39.6869145743
"XJ89",-0.842682608165,39.6848071304
"XJ99",-0.726154971497,39.6825828432
"YJ09",-0.609640602677,39.6802417513
"YJ19",-0.493140178688,39.6777838949
"YJ29",-0.376654376002,39.6752093165
"YJ39",-0.260183870556,39.6725180605
"YJ49",-0.143729337726,39.6697101732
"ED37",3.40754256843,39.5239176848
"ED27",3.29119685681,39.5242672946
"PD28",-7.5443088614,39.6056185896
"ED17",3.17485012032,39.5245012501
"PD38",-7.42786700841,39.604101465
"ED07",3.05850221233,39.5246183325
"PD48",-7.31143382433,39.6024674776
"DD97",2.9421530963,39.5246184987
"PD58",-7.19501128055,39.6007156345
"DD87",2.82580460313,39.524501758
"PD68",-7.0785983271,39.5988480906
"DD77",2.70945771843,39.5242694663
"PD78",-6.96219761315,39.5968650574
"DD67",2.59311320743,39.5239214142
"PD88",-6.84580770989,39.5947641715
"DD57",2.47676901815,39.5234553914
"PD98",-6.72943134932,39.5925478898
"DD47",2.36042908517,39.5228737687
"QD08",-6.61306774564,39.5902150031
"QD18",-6.49671747668,39.5877656158
"QD28",-6.38038218919,39.585199809
"QD38",-6.26406264081,39.5825176864
"QD48",-6.1477585002,39.5797192034
"QD58",-6.04489384799,39.576826141
"TJ48",-5.95543446364,39.5768257588
"TJ58",-5.8525701865,39.5797183722
"TJ68",-5.73626605856,39.5825173534
"TJ78",-5.61994603719,39.5852000727
"TJ88",-5.50361079443,39.5877664838
"TJ98",-5.3872610029,39.5902165425
"UJ08",-5.27089733571,39.5925502068
"UJ18",-5.15452046651,39.5947674364
"UJ28",-5.03813106942,39.5968681931
"UJ38",-4.92172981901,39.5988524408
"UJ48",-4.8053173903,39.6007201451
"UJ58",-4.6888944587,39.602471274
"UJ68",-4.57246170002,39.6041057973
"UJ78",-4.45601979043,39.6056236867
"UJ88",-4.33956940643,39.6070249161
"UJ98",-4.22311122482,39.6083094614
"VJ08",-4.1066459227,39.6094773004
"VJ18",-3.99017417742,39.6105284129
"VJ28",-3.87369666659,39.6114627808
"VJ38",-3.757214068,39.612280388
"VJ48",-3.64072705964,39.6129812203
"VJ58",-3.52423631966,39.6135652658
"VJ68",-3.40774252636,39.6140325142
"VJ78",-3.29124635814,39.6143829576
"VJ88",-3.17474849347,39.6146165899
"VJ98",-3.05824961092,39.6147334071
"WJ08",-2.94175038908,39.6147334071
"WJ18",-2.82525150653,39.6146165899
"WJ28",-2.70875364186,39.6143829576
"WJ38",-2.59225747364,39.6140325142
"WJ48",-2.47576368034,39.6135652658
"WJ58",-2.35927294036,39.6129812203
"WJ68",-2.242785932,39.612280388
"WJ78",-2.12630333341,39.6114627808
"WJ88",-2.00982582258,39.6105284129
"WJ98",-1.8933540773,39.6094773004
"XJ08",-1.77688877518,39.6083094614
"XJ18",-1.66043059357,39.6070249161
"XJ28",-1.54398020957,39.6056236867
"XJ38",-1.42753829998,39.6041057973
"XJ48",-1.3111055413,39.602471274
"XJ58",-1.1946826097,39.6007201451
"XJ68",-1.07827018099,39.5988524408
"XJ78",-0.96186893058,39.5968681931
"XJ88",-0.845479533486,39.5947674364
"XJ98",-0.729102664287,39.5925502068
"YJ08",-0.612738997101,39.5902165425
"YJ18",-0.496389205567,39.5877664838
"YJ28",-0.380053962815,39.5852000727
"YJ38",-0.263733941445,39.5825173534
"ED26",3.29082169564,39.4341628875
"ED16",3.17462402875,39.4343958631
"PD37",-7.42989900681,39.5140297045
"ED06",3.05842613986,39.4345123864
"PD47",-7.31361710965,39.5124008497
"DD96",2.94222851879,39.4345125272
"PD57",-7.1973445145,39.5106555627
"DD86",2.82603000619,39.4343959703
"PD67",-7.08108185638,39.5087938317
"DD76",2.70983271605,39.4341642527
"PD77",-6.96483131525,39.5068169725
"PD87",-6.84859155474,39.504722641
"DD56",2.47744457906,39.4333536873
"PD97",-6.73236529852,39.502513271
"QD07",-6.61615129065,39.500188779
"QD17",-6.49995138033,39.4977459547
"QD27",-6.38376640307,39.4951871138
"QD37",-6.26759626485,39.4925144673
"QD47",-6.15144143488,39.4897258296
"QD57",-6.04677281848,39.4868050261
"TJ47",-5.95355526161,39.4868045659
"TJ57",-5.84888627572,39.489724885
"TJ67",-5.73273188119,39.4925149829
"TJ77",-5.61656167185,39.4951891871
"TJ87",-5.50037631643,39.4977474517
"TJ97",-5.38417648422,39.5001897328
"UJ07",-5.26796284502,39.5025159883
"UJ17",-5.15173606917,39.5047261784
"UJ27",-5.03549682744,39.506820265
"UJ37",-4.9192457911,39.508798212
"UJ47",-4.80298363181,39.5106599855
"UJ57",-4.68671102166,39.5124055535
"UJ67",-4.57042863311,39.5140348858
